Data Year,SCHOOL_YEAR,CESA,COUNTY,DISTRICT_CODE,DISTRICT_NAME,COHORT,COHORT_COUNT,N_COMPLETED,N_NOTCOMPLETED,GROUP_COUNT,multiple_multiple_private,instate_2yr_public,outstate_2yr_public,instate_4yr_private,instate_multiple_public,outstate_4yr_public,outstate_multiple_private,instate_4yr_public,multiple_2yr_public,outstate_4yr_multiple,multiple_multiple_public,outstate_less2_private,outstate_2yr_private,multiple_4yr_public,outstate_2yr_multiple,outstate_multiple_public,instate_4yr_multiple,multiple_4yr_multiple,multiple_multiple_multiple,multiple_4yr_private,outstate_4yr_private,instate_multiple_multiple,multiple_2yr_multiple,outstate_multiple_multiple
2017,2016-17,8,Waupaca,3318,Marion,2017,39,35,4,19,,3,,2,1,1,,6,,,,,,,,,1,,,,1,,,
2021,2020-21,5,Columbia,4228,Pardeeville Area,2021,49,48,1,20,,9,,,,3,,6,,,,,,,,,,,,,,,,
2021,2020-21,5,Sauk,6678,Wisconsin Dells,2021,118,107,11,48,,11,1,5,,7,,18,,,,,,1,,,,,,,3,,,
2017,2016-17,5,Waupaca,2639,Iola-Scandinavia,2017,62,57,5,38,,2,,4,5,3,,16,,,,,,,,,,,,,,1,,
2017,2016-17,8,Shawano,623,Bowler,2017,17,15,2,15,,6,,2,1,,,3,,,1,,,,,,,,,,,1,,
2017,2016-17,4,Trempealeau,154,Arcadia,2017,77,70,7,59,,14,,4,1,6,,22,1,,2,,,2,,1,,,1,,2,,,
2019,2018-19,7,Manitowoc,3290,Manitowoc,2019,367,323,44,207,,45,1,11,36,8,,56,,,6,,,,,,2,1,3,,2,3,,
2020,2019-20,3,Lafayette,490,Pecatonica Area,2020,26,26,,20,,5,,1,,1,,12,,,,,,,,,,,,,1,,,
2017,2016-17,1,Milwaukee,6300,West Allis-West Milwaukee,2017,827,768,59,441,,100,5,41,32,8,,126,1,1,6,,,1,,,12,2,7,2,13,9,,
2021,2020-21,11,Pepin,1499,Durand-Arkansaw,2021,53,51,2,34,,17,,,,3,,12,,,,,,,,,,,,,1,,,
2020,2019-20,7,Door,5457,Southern Door County,2020,74,69,5,41,,15,,2,1,4,,8,,,1,,,1,,,,,,,2,1,,
2019,2018-19,7,Calumet,1085,Chilton,2019,104,100,4,59,,16,,5,5,3,,20,,,2,,,,,,,,1,,1,,,
2021,2020-21,7,Calumet,2534,Hilbert,2021,39,39,,28,,5,,6,,1,,11,,,,,,1,,,,,,,3,,,
2018,2017-18,6,Washington,2436,Hartford UHS,2018,338,316,22,232,,39,3,13,25,7,,74,,1,6,,,1,,1,3,2,5,,5,9,,1
2020,2019-20,1,Waukesha,2420,Hamilton,2020,338,332,6,299,,39,1,27,9,46,,120,,,3,,,9,,2,3,5,3,,18,2,,1
2018,2017-18,4,La Crosse,245,Bangor,2018,56,56,,26,,8,1,,1,3,,5,,,3,,,,,,,1,1,,,3,,
2019,2018-19,8,Shawano,5264,Shawano,2019,176,157,19,112,,26,,6,11,8,,36,,,4,,,2,,,,2,1,,1,1,,1
2019,2018-19,8,Forest,1218,Crandon,2019,49,43,6,41,,19,1,2,8,,,6,,,,,,,,,,,,,1,,,
2020,2019-20,2,Dane,3549,Middleton-Cross Plains Area,2020,523,502,21,436,,81,1,16,14,46,,173,1,,6,,,7,,7,2,6,2,,47,2,,2
2017,2016-17,6,Outagamie,2835,Kimberly Area,2017,344,334,10,260,,42,,18,23,23,,99,,1,6,,,6,,,2,2,,1,9,3,,
2021,2020-21,1,Racine,4620,Racine Unified,2021,1256,961,295,368,,135,5,31,9,17,,102,,,1,,,,,,1,,2,,19,4,,
2017,2016-17,1,Milwaukee,8001,Seeds of Health Inc,2017,125,122,3,87,,46,1,9,2,,,16,,,,,,,,,2,,,,,,,
2021,2020-21,7,Calumet,5614,Stockbridge,2021,18,18,,8,,3,,,,2,,2,,,,,,,,,,,,,,,,
2019,2018-19,6,Green Lake,3325,Markesan,2019,69,66,3,32,,6,,3,3,1,,9,,,3,,,,,,2,,1,,1,2,,
2021,2020-21,6,Fond du Lac,910,Campbellsport,2021,91,87,4,53,,4,,6,,10,,28,,,1,,,1,,,,,,,1,,,
2019,2018-19,2,Jefferson,4221,Palmyra-Eagle Area,2019,70,69,1,59,,5,1,6,5,1,,18,1,,6,,,2,,,,,,,3,2,,
2020,2019-20,1,Milwaukee,5026,Saint Francis,2020,131,126,5,88,,28,,13,1,4,,15,1,,,,,,,,3,2,2,1,1,,,
2021,2020-21,11,Barron,903,Cameron,2021,86,75,11,46,,15,1,2,1,9,,13,,,,,,,,,,,1,,,1,,
2020,2019-20,2,Jefferson,2898,Lake Mills Area,2020,99,91,8,78,,26,,1,3,5,,30,,1,,,,,,1,,,,,6,1,,
2018,2017-18,11,Barron,1080,Chetek-Weyerhaeuser Area,2018,74,70,4,44,,11,1,,3,6,,6,2,,2,,,3,,,,1,1,,1,1,,
2018,2017-18,3,Grant,3850,Riverdale,2018,37,33,4,28,,8,,,2,1,,6,1,,1,,,1,,,,,,,2,,,
2017,2016-17,6,Waupaca,6384,Weyauwega-Fremont,2017,65,61,4,42,,12,1,2,4,,,13,,,,,,,,,,1,1,,2,1,,
2021,2020-21,1,Waukesha,3857,Muskego-Norway,2021,447,435,12,181,,30,,19,2,36,,73,,,2,,,1,,,2,,,,5,,,
2020,2019-20,2,Dane,5656,Sun Prairie Area,2020,576,542,34,423,,107,5,21,10,34,,174,,,4,,2,3,,,,5,2,1,16,6,,
2020,2019-20,6,Outagamie,5348,Shiocton,2020,42,42,,31,,11,,1,,1,,12,,,1,,,,,1,1,,,,,,,
2021,2020-21,3,Lafayette,1295,Darlington Community,2021,50,47,3,39,,5,3,1,2,5,,17,1,,,,,,,,1,,,,4,,,
2019,2018-19,9,Oneida,4781,Rhinelander,2019,191,183,8,133,,35,2,6,12,6,,26,,,4,,,2,,,1,1,3,,4,9,,1
2021,2020-21,10,Eau Claire,112,Altoona,2021,111,102,9,49,,20,1,,2,3,,18,,,,,,,,,1,1,,,3,,,
2018,2017-18,11,Saint Croix,3962,New Richmond,2018,238,231,7,145,,27,8,,10,9,1,45,3,,7,,,7,,5,,2,4,,5,,,1
2017,2016-17,3,Lafayette,427,Benton,2017,28,27,1,14,,4,1,,3,,,5,,,,,,,,,,,,,,,,
2021,2020-21,1,Milwaukee,6244,Wauwatosa,2021,613,546,67,402,,51,10,39,1,47,,181,,1,3,,,2,,,2,3,1,,44,3,,
2021,2020-21,7,Brown,1414,De Pere,2021,330,311,19,160,,33,,17,6,6,,73,,,1,,,1,,2,2,1,,,14,2,,
2021,2020-21,7,Brown,2604,Howard-Suamico,2021,511,487,24,319,,73,1,34,4,28,,150,,,,,,2,,,2,1,1,,14,1,,
2019,2018-19,3,Lafayette,427,Benton,2019,22,21,1,13,,3,,,,,,7,,,,,,,,,,1,,,1,,,
2018,2017-18,1,Waukesha,4060,Oconomowoc Area,2018,411,397,14,306,,33,1,14,29,25,,115,,1,13,,,9,,5,4,3,8,2,7,9,,2
2018,2017-18,5,Columbia,882,Cambria-Friesland,2018,27,25,2,21,,3,,4,3,,,7,,,,,,,,,,2,,,2,,,
2018,2017-18,10,Marathon,5467,Spencer,2018,62,60,2,41,,15,,1,13,1,,7,,,,,,,,,,1,,,,,,
2020,2019-20,10,Trempealeau,1600,Eleva-Strum,2020,42,42,,28,,10,,,4,1,,10,,,,,,,,,,,,,,1,,
2020,2019-20,3,Iowa,287,Barneveld,2020,33,33,,17,,5,,1,3,1,,5,,,,,,,,,,,,,,,,
2019,2018-19,7,Sheboygan,2605,Howards Grove,2019,65,63,2,53,,16,,5,7,2,,14,1,,2,,,,,,,,,,1,2,,
2017,2016-17,4,Trempealeau,6426,Whitehall,2017,38,35,3,46,,20,2,,1,7,,9,,,1,,,,,,,,,,2,,,
2021,2020-21,4,Trempealeau,6426,Whitehall,2021,60,59,1,17,,11,,,1,,,4,,,,,,,,,,,,,,,,
2021,2020-21,4,Trempealeau,2632,Independence,2021,32,29,3,12,,6,,,,,,3,,,,,,,,,,,1,,,1,,
2019,2018-19,5,Portage,105,Almond-Bancroft,2019,31,31,,13,,1,1,,2,,,7,1,,,,,,,1,,,,,,,,
2017,2016-17,3,Lafayette,1295,Darlington Community,2017,66,63,3,40,,8,1,1,5,,,18,,,,,,,,,,1,3,1,,,,
2018,2017-18,8,Marinette,2212,Goodman-Armstrong Creek,2018,10,10,,8,,3,,,1,,,3,,,,,,,,,,,,,,,,
2017,2016-17,3,Lafayette,2240,Black Hawk,2017,26,25,1,21,,8,2,1,1,,,6,,,,,1,,,,1,,,,,,,
2021,2020-21,4,Monroe,5460,Sparta Area,2021,208,202,6,75,,36,5,2,1,4,,19,,,,,,,,,1,,1,,4,,,
2019,2018-19,2,Racine,6083,Waterford UHS,2019,287,273,14,197,,35,,15,11,11,,70,1,,10,,,4,,,2,,4,,7,5,,
2019,2018-19,5,Portage,5607,Stevens Point Area Public,2019,539,506,33,364,,71,2,8,39,24,,130,1,1,6,,,10,,2,2,4,,,13,1,,
2021,2020-21,10,Trempealeau,4186,Osseo-Fairchild,2021,65,61,4,34,,11,1,1,1,3,,15,,,,,,,,,,,,,2,,,
2018,2017-18,3,Lafayette,490,Pecatonica Area,2018,26,25,1,33,,7,,1,7,4,,6,,,1,,,,,,,1,1,,2,,,
2021,2020-21,2,Jefferson,4221,Palmyra-Eagle Area,2021,63,59,4,33,,9,2,6,1,2,,11,,,,,,,,,,,,,,,,
2018,2017-18,10,Clark,2394,Greenwood,2018,43,43,,19,,3,,,4,,,9,,,,,,,,,,,,,1,,,
2018,2017-18,7,Manitowoc,4760,Reedsville,2018,45,45,,45,,16,,2,6,2,,9,,,1,,,1,,,,,,,,1,,
2017,2016-17,12,Ashland,840,Butternut,2017,18,17,1,8,,4,,,1,,,2,,,,,,,,,,,,,,,,
2017,2016-17,7,Door,2114,Gibraltar Area,2017,57,53,4,40,,6,,8,2,3,,7,,,2,,,3,,,1,,,,2,3,,
2020,2019-20,4,Jackson,476,Black River Falls,2020,120,103,17,41,,11,,1,1,6,,14,,,1,,,,,,,,1,,1,,,
2018,2017-18,5,Columbia,4865,Rio Community,2018,43,42,1,25,,5,,1,3,2,,5,,,2,,,,,1,1,,1,1,1,,,
2020,2019-20,11,Pierce,4893,River Falls,2020,241,228,13,186,,20,4,1,3,40,,60,,1,5,,,9,,1,,3,1,,21,,,
2021,2020-21,5,Portage,105,Almond-Bancroft,2021,19,19,,15,,7,,,1,,,6,,,,,,,,,,,,,,,,
2021,2020-21,1,Waukesha,3925,New Berlin,2021,387,380,7,208,,21,,26,1,24,,111,,,,,,2,,1,,2,1,,15,1,,
2020,2019-20,2,Dane,5901,Verona Area,2020,429,404,25,281,,68,1,17,7,34,,100,,2,3,,,4,,2,,1,2,,21,,,
2020,2019-20,6,Washington,6307,West Bend,2020,562,536,26,314,,37,2,23,4,63,,111,,,8,,,22,,1,1,3,,1,10,1,,1
2019,2018-19,1,Milwaukee,5439,South Milwaukee,2019,270,249,21,191,,33,2,18,13,3,,67,3,1,2,,,1,,,4,1,1,,7,2,,
2017,2016-17,4,Vernon,5985,Viroqua Area,2017,85,80,5,46,,12,,2,4,2,,10,,,,,,1,,,,1,,,5,3,,
2020,2019-20,6,Winnebago,3892,Neenah Joint,2020,491,478,13,340,,46,1,18,13,57,,133,,,8,,,14,,,2,2,2,,10,1,,
2019,2018-19,6,Washington,5390,Slinger,2019,284,283,1,175,,27,,19,14,7,,62,,,18,,,2,,1,,3,,,8,3,,
2017,2016-17,2,Walworth,2884,Lake Geneva-Genoa City UHS,2017,361,326,35,190,,29,2,14,14,16,,46,1,1,3,,,3,,2,2,4,3,,17,4,,1
2018,2017-18,2,Walworth,6461,Whitewater Unified,2018,154,138,16,90,,15,3,2,7,2,,43,,,,,,,,,2,1,1,,2,1,,1
2017,2016-17,5,Sauk,4753,Reedsburg,2017,202,179,23,126,,36,,6,16,7,,35,,1,3,,,3,,,1,,3,,5,3,,
2019,2018-19,2,Dane,1316,De Forest Area,2019,270,248,22,197,,47,1,7,13,10,,79,1,2,2,,,4,,,2,1,1,,4,4,1,
2020,2019-20,3,Lafayette,161,Argyle,2020,28,28,,16,,2,,,,1,,10,1,,,,,,,,2,,,,,,,
2017,2016-17,2,Dane,3381,McFarland,2017,468,349,119,217,,44,2,15,19,12,,62,1,,3,,,4,,,1,3,2,,8,2,,
2018,2017-18,7,Brown,4613,Pulaski Community,2018,245,239,6,200,,45,,9,16,15,1,67,,2,3,,,4,,2,7,1,1,,1,7,,
2018,2017-18,3,Lafayette,427,Benton,2018,20,20,,21,,4,2,,3,,,7,,,,,,,,,1,,1,,,,,2
2018,2017-18,2,Dane,4144,Oregon,2018,285,270,15,193,,26,,5,24,17,,72,2,,2,,,5,,,1,4,5,,8,2,,1
2018,2017-18,11,Pierce,4459,Plum City,2018,22,22,,15,,,1,1,,1,,7,,,1,,,,,1,,,,,1,,,
2020,2019-20,9,Oneida,4781,Rhinelander,2020,184,181,3,114,,39,,6,6,6,,27,1,,2,,,,,,1,,3,,5,4,,
2019,2018-19,11,Washburn,5474,Spooner Area,2019,96,89,7,49,,17,,,2,4,,12,,,1,,,2,,,,2,2,1,2,,,
2019,2018-19,3,Vernon,5960,Kickapoo Area,2019,48,47,1,26,,9,,,4,,,7,1,,2,,,,,,,1,2,,,,,
2019,2018-19,6,Fond du Lac,3983,North Fond du Lac,2019,101,91,10,61,,17,,6,5,,,17,,,5,,,1,,,,1,,,,,,
2020,2019-20,1,Waukesha,3925,New Berlin,2020,381,370,11,279,,29,2,32,4,28,,131,,,2,,,16,,,1,1,2,1,14,2,,
2017,2016-17,2,Dane,3675,Monona Grove,2017,240,231,9,194,,32,,3,21,18,,66,1,,7,,,3,,3,,,3,,11,7,1,
2021,2020-21,4,La Crosse,6370,West Salem,2021,117,110,7,64,,23,1,2,1,4,,24,1,,,,,,,,,,,,3,,,
2018,2017-18,11,Washburn,441,Birchwood,2018,19,19,,16,,6,,,2,1,,3,,,,,,,,,,,1,,,1,,
2019,2018-19,8,Marinette,4305,Peshtigo,2019,103,97,6,68,,19,,1,16,4,,15,,,1,,,,,,1,,,,,2,,
2017,2016-17,1,Milwaukee,1900,Franklin Public,2017,435,383,52,303,,23,1,27,28,25,,134,2,,2,,,6,,1,2,3,1,1,12,7,,
2021,2020-21,1,Milwaukee,2177,Nicolet UHS,2021,265,256,9,167,,22,,13,,31,,62,,1,,,,1,,,1,1,,,27,1,,
2017,2016-17,4,Monroe,3990,Norwalk-Ontario-Wilton,2017,48,48,,29,,13,,,2,,,6,,,1,,,,,,1,1,,,1,,,
2017,2016-17,12,Ashland,3427,Mellen,2017,18,15,3,12,,2,2,1,,,,4,,,1,,,,,,,,,,,2,,
2020,2019-20,12,Sawyer,6615,Winter,2020,20,20,,15,,9,1,,1,,,3,,,,,,1,,,,,,,,,,
2018,2017-18,12,Price,1071,Chequamegon,2018,64,63,1,43,,17,,1,7,4,,4,,,1,,,,,,,,2,,2,1,,
2018,2017-18,4,La Crosse,6370,West Salem,2018,134,134,,116,,28,,3,9,6,,33,1,,2,,,1,,1,,4,2,1,1,5,,
2021,2020-21,5,Sauk,5100,Sauk Prairie,2021,201,192,9,124,,29,2,6,,18,,58,,,,,,,,1,,,,,5,,,
2017,2016-17,10,Chippewa,2891,Lake Holcombe,2017,18,18,,23,,4,,2,1,1,,8,1,,,,,,,,1,,,,,,,
2021,2020-21,1,Ozaukee,3479,Mequon-Thiensville,2021,311,306,5,265,,17,1,16,1,65,,111,,,,,,5,,2,1,4,1,1,39,,,
2018,2017-18,6,Outagamie,1953,Freedom Area,2018,142,140,2,87,,14,,5,14,1,,34,,,2,,,,,,3,1,2,,3,3,,
2017,2016-17,2,Dane,1316,De Forest Area,2017,244,235,9,199,,47,,6,19,11,,73,,,1,,,,,2,1,,2,,13,4,,
2018,2017-18,12,Bayfield,4522,South Shore,2018,11,11,,9,,1,,1,,,,1,1,,1,,,,,,,1,1,,,,,1
2020,2019-20,11,Polk,3213,Luck,2020,30,27,3,31,,18,6,,,2,,,1,,1,,,,,,,,,,3,,,
2018,2017-18,3,Grant,1246,Cuba City,2018,59,57,2,48,,9,3,,,,,22,,,,,,,,,,3,1,,6,,,
2020,2019-20,4,Trempealeau,154,Arcadia,2020,92,86,6,55,,15,2,2,2,2,,22,,,,,,,,1,,,,,1,2,,
2017,2016-17,2,Dane,5901,Verona Area,2017,360,344,16,296,,45,2,10,22,22,,104,1,1,5,,,4,,7,5,2,4,2,27,1,,1
2019,2018-19,8,Shawano,623,Bowler,2019,12,10,2,12,,3,,1,1,,,2,,,,,,,,,,,,,1,,,
2019,2018-19,5,Waushara,6237,Wautoma Area,2019,94,83,11,49,,14,,4,4,,,16,,2,1,,,1,,,1,,,,,,,
2020,2019-20,3,Richland,4851,Richland,2020,110,94,16,56,,10,1,3,2,15,,10,,,1,,,3,,,,,1,,2,1,1,
2019,2018-19,5,Columbia,4228,Pardeeville Area,2019,58,52,6,45,,11,2,2,2,,,17,,,4,,,,,,,1,,,,,,
2017,2016-17,4,Trempealeau,485,Blair-Taylor,2017,37,34,3,39,,17,,,2,1,,12,,,1,,,1,,1,,,,,2,,,
2019,2018-19,11,Pierce,4578,Prescott,2019,87,87,,68,,5,5,,,10,,27,,2,,1,,1,,2,,1,,,4,,,3
2020,2019-20,4,Vernon,5985,Viroqua Area,2020,75,73,2,54,,14,4,3,,8,,14,,,,,,,,,2,,1,,2,2,,
2021,2020-21,5,Columbia,4865,Rio Community,2021,26,24,2,14,,9,,,,,,4,,,,,,,,,,,,,1,,,
2017,2016-17,12,Price,4347,Phillips,2017,59,52,7,38,,17,,,4,,,13,,,,,,,,,1,,,,,,,
2020,2019-20,6,Outagamie,147,Appleton Area,2020,1239,1079,160,707,,116,6,26,19,104,,247,1,3,10,,,24,,1,6,10,4,,48,6,,3
2021,2020-21,11,Washburn,5474,Spooner Area,2021,89,82,7,45,,12,1,2,,6,,16,,,,,,1,,,,,,,3,,,
2019,2018-19,1,Waukesha,1376,Kettle Moraine,2019,352,345,7,260,,22,,25,9,27,,92,,3,14,,,7,,2,2,3,6,1,17,5,,
2021,2020-21,6,Winnebago,6608,Winneconne Community,2021,137,136,1,73,,19,,5,,6,,37,,1,,,,,,,,,,,2,2,,
2021,2020-21,11,Saint Croix,231,Baldwin-Woodville Area,2021,110,110,,45,,15,1,1,2,4,,16,,,,,,,,,,,1,,2,,,
2021,2020-21,5,Waupaca,2639,Iola-Scandinavia,2021,50,47,3,18,,9,,,1,,,7,,,,,,,,,,,,,,,,
2020,2019-20,2,Rock,422,Beloit Turner,2020,108,105,3,72,,5,2,7,1,4,,39,1,,,,,,,,,,,,4,,,1
2017,2016-17,7,Brown,6734,Wrightstown Community,2017,118,115,3,79,,20,,6,6,4,,20,,1,,,,1,,1,3,2,,,4,1,,
2018,2017-18,3,Lafayette,364,Belmont Community,2018,19,17,2,17,,8,,,1,1,,4,,,,,,,,,,,1,,,,,
2018,2017-18,11,Saint Croix,2198,Glenwood City,2018,54,52,2,40,,6,2,,3,4,,13,,,2,,,1,,,,,,,,,,2
2021,2020-21,4,Vernon,5985,Viroqua Area,2021,91,85,6,24,,7,1,1,,5,,6,1,,1,,,,,,,,1,,1,,,
2017,2016-17,4,La Crosse,2849,La Crosse,2017,503,460,43,294,,80,3,3,13,25,,75,1,1,8,,,9,1,1,3,4,2,3,15,3,,
2019,2018-19,12,Bayfield,4522,South Shore,2019,15,15,,8,,,1,,,,,4,1,,,,,,,2,,,,,,,,
2018,2017-18,7,Calumet,3941,New Holstein,2018,92,88,4,49,,11,1,7,7,,,14,,,,,,,,,2,1,,,,,,
2019,2018-19,6,Washington,6307,West Bend,2019,572,520,52,375,,59,4,27,24,19,,119,2,,44,,,7,,,5,1,4,1,11,4,,
2021,2020-21,2,Walworth,2884,Lake Geneva-Genoa City UHS,2021,349,328,21,93,,36,2,4,5,7,,27,,,1,,,,,,,,,,4,,,
2021,2020-21,1,Milwaukee,721,Brown Deer,2021,118,114,4,65,,14,,8,,9,,21,,,,,,,,,1,2,,,8,,,
2018,2017-18,5,Columbia,1183,Columbus,2018,102,96,6,63,,7,,1,8,5,,21,,,4,,,,,1,3,,2,,4,1,,
2017,2016-17,2,Dane,469,Wisconsin Heights,2017,56,55,1,29,,7,,2,3,,,7,,,,,,,,,,1,1,,3,2,,
2019,2018-19,3,Iowa,2527,Highland,2019,17,15,2,10,,5,,1,1,1,,1,,,,,,1,,,,,,,,,,
2019,2018-19,11,Saint Croix,2198,Glenwood City,2019,47,42,5,38,,10,,,3,1,,8,,1,2,,,3,,,1,1,2,,2,,,1
2019,2018-19,5,Columbia,4865,Rio Community,2019,26,24,2,29,,10,,,4,1,,6,,,2,,,,,,,,,,,1,,
2017,2016-17,2,Jefferson,1883,Fort Atkinson,2017,228,1,227,136,,27,1,6,6,12,,54,,1,,,,1,,,2,2,1,,6,3,,
2020,2019-20,2,Jefferson,1883,Fort Atkinson,2020,227,206,21,138,,40,,6,2,10,,58,,,,,,1,,1,1,,,,8,2,,
2019,2018-19,3,Iowa,1428,Dodgeville,2019,107,105,2,77,,14,,4,10,3,,35,,,,,,3,,,,1,,1,2,,,
2019,2018-19,7,Brown,4613,Pulaski Community,2019,258,247,11,185,,50,1,10,19,10,,62,,,3,,,,,,2,1,1,,5,3,,
2018,2017-18,3,Iowa,3633,Mineral Point Unified,2018,53,53,,44,,11,1,2,7,3,,13,,,,,,1,,1,,1,,,2,1,,
2020,2019-20,9,Marathon,6223,Wausau,2020,571,535,36,434,,117,,8,29,32,,174,,2,3,,,5,,2,2,3,1,,14,2,,
2017,2016-17,11,Pepin,4270,Pepin Area,2017,16,16,,14,,2,,,1,5,,3,1,,1,,,,,,,,,,,1,,
2021,2020-21,8,Oconto,2128,Gillett,2021,48,40,8,14,,5,,1,,,,8,,,,,,,,,,,,,,,,
2021,2020-21,4,Vernon,2863,La Farge,2021,14,13,1,6,,3,,,,,,3,,,,,,,,,,,,,,,,
2021,2020-21,11,Polk,238,Unity,2021,71,68,3,31,,5,2,1,2,5,,11,,,1,,,,,,,,,,3,,,
2021,2020-21,7,Outagamie,5138,Seymour Community,2021,168,155,13,67,,13,,5,1,5,,36,,,,,,3,,,,,,,1,,,
2021,2020-21,10,Chippewa,2891,Lake Holcombe,2021,32,32,,12,,5,,,1,1,,3,,,,,,,,,,,,,1,,,
2021,2020-21,10,Chippewa,870,Cadott Community,2021,56,49,7,19,,4,,,1,1,,13,,,,,,,,,,,,,,,,
2018,2017-18,10,Eau Claire,1729,Fall Creek,2018,63,62,1,38,,9,,,1,3,,16,,,,,,1,,1,,,,,3,,,
2020,2019-20,1,Waukesha,4312,Pewaukee,2020,223,217,6,162,,12,3,19,2,23,,70,,1,4,,,7,,2,,3,,,8,2,,
2017,2016-17,12,Bayfield,1491,Drummond Area,2017,36,34,2,20,,1,2,1,,2,,6,,,3,,,,,,,,,,,,,
2017,2016-17,11,Saint Croix,231,Baldwin-Woodville Area,2017,117,114,3,72,,6,1,,7,6,,28,,,1,,,3,,3,,,1,,6,1,,
2017,2016-17,8,Forest,2940,Laona,2017,17,17,,9,,5,,,1,,,,,,,,,,,,,,,,,2,,
2020,2019-20,11,Pierce,1666,Elmwood,2020,27,23,4,16,,9,,,,,,4,,,1,,,,,,,,,,,,,
2019,2018-19,3,Grant,994,Cassville,2019,20,18,2,13,,6,,,1,,,5,,,,,,,,,,,,,,,,
2018,2017-18,6,Outagamie,147,Appleton Area,2018,1285,1138,147,775,,168,2,34,91,56,,187,3,4,40,,,9,,5,7,11,19,,29,7,,5
2017,2016-17,7,Brown,182,Ashwaubenon,2017,257,236,21,197,,47,,17,20,11,,67,,1,2,,,3,,,,3,3,,8,3,,1
2021,2020-21,3,Richland,4851,Richland,2021,94,80,14,52,,14,,2,1,4,,27,,,,,,1,,,,,,,1,,,
2019,2018-19,2,Walworth,6013,Big Foot UHS,2019,110,108,2,82,,16,,3,7,10,,19,1,,2,1,,5,,1,,,1,,3,2,,
2019,2018-19,4,Monroe,5460,Sparta Area,2019,211,206,5,111,,34,3,1,6,3,,25,,,5,,,1,,1,3,,,1,3,4,,1
2017,2016-17,6,Winnebago,4088,Omro,2017,106,96,10,71,,24,,2,6,3,,25,,,,,,1,,,,,,,1,1,,
2019,2018-19,2,Dane,5656,Sun Prairie Area,2019,637,586,51,410,,83,6,11,35,23,,146,1,1,12,,,1,,4,2,2,4,2,24,7,,1
2018,2017-18,2,Rock,1694,Evansville Community,2018,132,127,5,88,,14,,8,12,1,,26,,1,1,,,,,,1,1,1,,9,4,,
2020,2019-20,3,Crawford,6251,Wauzeka-Steuben,2020,22,21,1,19,,9,,1,2,1,,5,,,1,,,,,,,,,,,,,
2020,2019-20,6,Winnebago,6608,Winneconne Community,2020,132,130,2,98,,17,1,8,5,12,,36,,,3,,,1,,,3,1,,,4,,,
2018,2017-18,7,Brown,1414,De Pere,2018,347,329,18,289,,43,1,14,21,28,,103,1,2,7,,,5,,2,6,3,3,2,11,7,,1
2019,2018-19,11,Dunn,637,Boyceville Community,2019,39,38,1,38,,6,1,,2,6,,11,1,,,,,1,,,,,,,3,,,
2019,2018-19,5,Columbia,3150,Lodi,2019,123,118,5,111,,16,,1,6,8,,54,1,,2,,,3,,,,1,,1,6,3,,1
2020,2019-20,6,Dodge,2744,Dodgeland,2020,66,62,4,36,,9,,3,5,2,,11,,,,,,1,,,1,1,,,,1,,
2017,2016-17,7,Door,5130,Sevastopol,2017,43,43,,30,,4,,1,3,2,,12,,,1,,,,,,,,,,1,,,
2019,2018-19,11,Dunn,1645,Elk Mound Area,2019,89,87,2,67,,16,1,2,4,4,,24,,,2,,,,,,1,,1,,3,,,
2018,2017-18,5,Waupaca,6195,Waupaca,2018,176,163,13,105,,17,,7,9,3,,40,,,1,,,1,,,2,,1,1,4,,,
2018,2017-18,9,Marathon,6223,Wausau,2018,622,565,57,462,,125,,10,73,18,,108,1,,22,,,3,,7,1,5,5,1,16,10,,
2019,2018-19,6,Outagamie,1953,Freedom Area,2019,142,138,4,98,,17,1,4,7,2,,40,,,7,,,3,,,1,1,1,,,1,,
2019,2018-19,2,Rock,2695,Janesville,2019,900,799,101,495,,115,3,25,70,23,,121,2,,10,,,,,2,7,6,5,,21,6,,3
2019,2018-19,10,Clark,3206,Loyal,2019,37,34,3,32,,14,,,3,2,,9,,,,,,,,,,,,,,,,
2019,2018-19,5,Wood,203,Auburndale,2019,65,64,1,44,,12,,2,9,1,,14,,,1,,,1,,,,,,,,,,
2019,2018-19,2,Jefferson,2702,Jefferson,2019,163,153,10,101,,27,,7,6,4,,33,1,,1,,,2,,1,,,2,,4,1,,
2020,2019-20,5,Waupaca,6195,Waupaca,2020,170,162,8,80,,17,,5,,9,,35,,,,,,,,,,,2,,4,,,
2020,2019-20,4,La Crosse,2562,Holmen,2020,266,257,9,200,,58,4,11,10,24,,51,,1,4,,,,,,1,,,,8,2,,
2019,2018-19,2,Dane,5901,Verona Area,2019,401,378,23,302,,44,1,10,24,32,,114,2,1,2,,,4,,3,4,3,3,1,27,2,,1
2020,2019-20,5,Juneau,3948,New Lisbon,2020,30,30,,31,,9,,,2,3,,13,,,,,,,,,,,,,,1,,
2017,2016-17,6,Dodge,336,Beaver Dam Unified,2017,279,243,36,145,,24,1,12,12,6,,60,,,2,,,2,,2,2,1,,,3,2,,
2020,2019-20,4,Juneau,6713,Wonewoc-Union Center,2020,22,22,,20,,3,,1,1,4,,4,,,1,,,,,,,1,,1,2,,,
2017,2016-17,8,Shawano,2415,Gresham,2017,25,21,4,11,,5,,1,,,,2,,,,,,,,,,,,,1,,,
2017,2016-17,10,Rusk,5757,Flambeau,2017,39,38,1,27,,7,,,2,2,,7,,,,,,,,,,1,,,2,1,,
